date, symbol, reportedCurrency, cik, fillingDate, acceptedDate, calendarYear, period, revenue, costOfRevenue, grossProfit, grossProfitRatio, researchAndDevelopmentExpenses, generalAndAdministrativeExpenses, sellingAndMarketingExpenses, sellingGeneralAndAdministrativeExpenses, otherExpenses, operatingExpenses, costAndExpenses, interestIncome, interestExpense, depreciationAndAmortization, ebitda, ebitdaratio, operatingIncome, operatingIncomeRatio, totalOtherIncomeExpensesNet, incomeBeforeTax, incomeBeforeTaxRatio, incomeTaxExpense, netIncome, netIncomeRatio, eps, epsdiluted, weightedAverageShsOut, weightedAverageShsOutDil, link, finalLink, lastRetainedEarnings, stockRepurchases, dividendsPaid, otherDistributions, retainedEarnings, grossPPE, annualDepreciation, capitalExpenditure, netPPE, lastGoodwill, acquisitionsAndAdjustments, goodwill
"2023-12-31","NFLX","USD","0001065280","2024-01-26","2024-01-26 16:01:56","2023","FY","33723297000","19715368000","14007929000","0.4153783955","2675758000","1720285000","2657883000","4378168000","0","7053926000","26769294000","0","748598000","14554384000","21508387000","0.6377901603","6954003000","0.2062076849","-748598000","6205405000","0.1840094401","797415000","937838000","0.1603636204","12.25","12.03","441571000","449498000","https://www.sec.gov/Archives/edgar/data/1065280/000106528024000030/0001065280-24-000030-index.htm","https://www.sec.gov/Archives/edgar/data/1065280/000106528024000030/nflx-20231231.htm","21651448000","-2500000000","0","-1562162000","22589286000","1491444000","3840646000","-81632000","-2267570000","0","0","0",
"2022-12-31","NFLX","USD","0001065280","2023-01-26","2023-01-26 16:03:50","2022","FY","31615550000","19168285000","12447265000","0.3937070524","2711041000","1572891000","2530502000","4103393000","0","6814434000","25982719000","337310000","706212000","14700124000","20332955000","0.6431314654","5632831000","0.1781664719","-368902000","5263929000","0.1664980998","772005000","4491924000","0.1420795779","10.1","9.95","444698000","451290000","https://www.sec.gov/Archives/edgar/data/1065280/000106528023000035/0001065280-23-000035-index.htm","https://www.sec.gov/Archives/edgar/data/1065280/000106528023000035/nflx-20221231.htm",
"2021-12-31","NFLX","USD","0001065280","2022-01-27","2022-01-27 17:03:33","2021","FY","29697844000","17332683000","12365161000","0.4163656123","2273885000","1351621000","2545146000","3896767000","0","6170652000","23503335000","411214000","765620000","12849993000","19044502000","0.6412755754","6194509000","0.2085844683","-354406000","5840103000","0.19665074","723875000","5116228000","0.172276075","11.55","11.24","443155000","455372000","https://www.sec.gov/Archives/edgar/data/1065280/000106528022000036/0001065280-22-000036-index.htm","https://www.sec.gov/Archives/edgar/data/1065280/000106528022000036/nflx-20211231.htm",
"2020-12-31","NFLX","USD","0001065280","2021-01-28","2021-01-28 16:21:59","2020","FY","24996056000","15276319000","9719737000","0.3888508251","1829600000","1076486000","2228362000","3304848000","0","5134448000","20410767000","725940000","1385940000","10922622000","15507911000","0.6204143166","4585289000","0.1834404996","-1385940000","3199349000","0.1279941524","437954000","2761395000","0.1104732283","6.26","6.08","440922000","454208000","https://www.sec.gov/Archives/edgar/data/1065280/000106528021000040/0001065280-21-000040-index.htm","https://www.sec.gov/Archives/edgar/data/1065280/000106528021000040/nflx-20201231.htm",
